Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
2035-06-24,Men's Apparel,Southeast,Foot Locker,Online,Florida,60,121,20
2035-06-25,Men's Apparel,Southeast,Foot Locker,Online,Florida,50,98,20
2035-06-26,Men's Apparel,Southeast,Foot Locker,Online,Georgia,50,3625,73
2035-06-27,Men's Apparel,Southeast,Foot Locker,Online,Georgia,47,89,19
2035-06-28,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,40,1700,43
2035-06-29,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,60,1350,23
2035-06-30,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,65,1138,18
2035-07-01,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,54,37,7
2035-07-02,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,38,44,12
2035-07-03,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,59,31,5
2035-07-04,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,45,2813,63
2035-07-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3125,63
2035-07-06,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3500,70
2035-07-07,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3500,70
2035-07-08,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,3850,70
2035-07-09,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,3575,65
2035-07-10,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,4125,75
2035-07-11,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,65,4875,75
2035-07-12,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,65,5200,80
2035-07-13,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,70,5075,73
2035-07-14,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,62,121,20
2035-07-15,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,64,154,24
2035-07-16,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,48,84,18
2035-07-17,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,51,115,23
2035-07-18,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,49,93,19
2035-07-19,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,66,129,20
2035-07-20,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,41,74,18
2035-07-21,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,52,98,19
2035-07-22,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,47,88,19
2035-07-23,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,53,104,20
2035-07-24,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,33,21,7
2035-07-25,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,46,117,26
2035-07-26,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,42,95,23
2035-07-27,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,43,84,20
2035-07-28,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,41,86,21
2035-07-29,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,40,2900,73
2035-07-30,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,40,3300,83
2035-07-31,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,37,76,21
2035-08-01,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,39,85,22
2035-08-02,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,30,1275,43
2035-08-03,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,30,1575,53
2035-08-04,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,55,1788,33
2035-08-05,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,29,41,14
2035-08-06,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,27,29,11
2035-08-07,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,52,51,10
2035-08-08,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,35,2363,68
2035-08-09,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,35,2450,70
2035-08-10,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,45,3375,75
2035-08-11,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,45,3600,80
2035-08-12,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,50,3750,75
2035-08-13,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,50,4000,80
2035-08-14,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,50,4125,83
2035-08-15,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,60,5250,88
2035-08-16,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,60,5400,90
2035-08-17,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,60,5400,90
2035-08-18,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,44,83,19
2035-08-19,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,45,85,19
2035-08-20,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,49,98,20
2035-08-21,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,58,127,22
2035-08-22,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,34,62,18
2035-08-23,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,48,107,22
2035-08-24,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,32,67,21
2035-08-25,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,54,131,24
2035-08-26,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,58,157,27
2035-08-27,Men's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,42,87,21
2035-08-28,Men's Street Footwear,Southeast,Foot Locker,Online,Florida,33,43,13
2035-08-29,Men's Street Footwear,Southeast,Foot Locker,Online,Florida,53,151,28
2035-08-30,Men's Street Footwear,Southeast,Foot Locker,Online,Florida,43,137,32
2035-08-31,Men's Street Footwear,Southeast,Foot Locker,Online,Florida,42,108,26
2035-09-01,Men's Street Footwear,Southeast,Foot Locker,Online,Florida,41,110,27
2035-09-02,Men's Street Footwear,Southeast,Foot Locker,Online,Georgia,40,4100,103
2035-09-03,Men's Street Footwear,Southeast,Foot Locker,Online,Georgia,40,4300,108
2035-09-04,Men's Street Footwear,Southeast,Foot Locker,Online,Georgia,39,100,26
2035-09-05,Men's Street Footwear,Southeast,Foot Locker,Online,Georgia,38,119,31
2035-09-06,Men's Street Footwear,Southeast,Foot Locker,Online,Kentucky,30,2175,73
2035-09-07,Men's Street Footwear,Southeast,Foot Locker,Online,Kentucky,30,2325,78
2035-09-08,Men's Street Footwear,Southeast,Foot Locker,Online,Kentucky,65,3413,53
2035-09-09,Men's Street Footwear,Southeast,Foot Locker,Online,Kentucky,28,63,23
2035-09-10,Men's Street Footwear,Southeast,Foot Locker,Online,Kentucky,29,55,19
2035-09-11,Men's Street Footwear,Southeast,Foot Locker,Online,Kentucky,59,93,16
2035-09-12,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,35,3413,98
2035-09-13,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,35,3570,102
2035-09-14,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,50,5225,105
2035-09-15,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,55,5775,105
2035-09-16,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,55,5088,93
2035-09-17,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,55,5363,98
2035-09-18,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,55,5638,103
2035-09-19,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,65,7313,113
2035-09-20,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,65,7475,115
2035-09-21,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,70,7525,108
2035-09-22,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,48,135,28
2035-09-23,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,51,139,27
2035-09-24,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,33,93,28
2035-09-25,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,50,139,28
2035-09-26,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,62,202,33
2035-09-27,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,33,87,27
2035-09-28,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,51,146,29
2035-09-29,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,63,196,31
2035-09-30,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,50,122,24
2035-10-01,Men's Street Footwear,Southeast,Foot Locker,Online,South Carolina,67,194,29
2035-10-02,Women's Apparel,Southeast,Foot Locker,Online,Florida,56,156,28
2035-10-03,Women's Apparel,Southeast,Foot Locker,Online,Florida,41,101,25
2035-10-04,Women's Apparel,Southeast,Foot Locker,Online,Florida,64,140,22
2035-10-05,Women's Apparel,Southeast,Foot Locker,Online,Florida,42,95,23
2035-10-06,Women's Apparel,Southeast,Foot Locker,Online,Florida,41,91,22
2035-10-07,Women's Apparel,Southeast,Foot Locker,Online,Georgia,40,3300,83
2035-10-08,Women's Apparel,Southeast,Foot Locker,Online,Georgia,37,88,24
2035-10-09,Women's Apparel,Southeast,Foot Locker,Online,Kentucky,65,2113,33
2035-10-10,Women's Apparel,Southeast,Foot Locker,Online,Kentucky,70,1925,28
2035-10-11,Women's Apparel,Southeast,Foot Locker,Online,Kentucky,30,1575,53
2035-10-12,Women's Apparel,Southeast,Foot Locker,Online,Kentucky,64,63,10
2035-10-13,Women's Apparel,Southeast,Foot Locker,Online,Kentucky,66,53,8
2035-10-14,Women's Apparel,Southeast,Foot Locker,Online,Kentucky,29,46,16
2035-10-15,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,35,2538,73
2035-10-16,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,35,2800,80
2035-10-17,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,40,3100,78
2035-10-18,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,55,4400,80
2035-10-19,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,60,4650,78
2035-10-20,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,60,4800,80
2035-10-21,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,60,5550,93
2035-10-22,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,70,6475,93
2035-10-23,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,70,6825,98
2035-10-24,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,75,6188,83
2035-10-25,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,52,121,23
2035-10-26,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,59,118,20
2035-10-27,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,58,161,28
2035-10-28,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,32,60,19
2035-10-29,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,39,82,21
2035-10-30,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,74,152,21
2035-10-31,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,65,163,25
2035-11-01,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,34,73,22
2035-11-02,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,56,126,23
2035-11-03,Women's Apparel,Southeast,Foot Locker,Online,South Carolina,66,161,24
2035-11-04,Women's Athletic Footwear,Southeast,Foot Locker,Online,Florida,36,63,18
2035-11-05,Women's Athletic Footwear,Southeast,Foot Locker,Online,Florida,44,103,23
2035-11-06,Women's Athletic Footwear,Southeast,Foot Locker,Online,Florida,29,8,3
2035-11-07,Women's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,35,2363,68
2035-11-08,Women's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,34,69,20
2035-11-09,Women's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,25,938,38
2035-11-10,Women's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,50,1125,23
2035-11-11,Women's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,55,1100,20
2035-11-12,Women's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,52,27,5
2035-11-13,Women's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,23,23,10
2035-11-14,Women's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,49,33,7
2035-11-15,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,30,1725,58
2035-11-16,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,30,1800,60
2035-11-17,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,35,2188,63
2035-11-18,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,40,2800,70
2035-11-19,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,45,3038,68
2035-11-20,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,45,3488,78
2035-11-21,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,45,2925,65
2035-11-22,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,50,3750,75
2035-11-23,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,55,4263,78
2035-11-24,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,55,4125,75
2035-11-25,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,39,82,21
2035-11-26,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,41,72,18
2035-11-27,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,44,103,23
2035-11-28,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,27,39,14
2035-11-29,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,43,78,18
2035-11-30,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,52,105,20
2035-12-01,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,53,119,23
2035-12-02,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,27,49,18
2035-12-03,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,33,56,17
2035-12-04,Women's Athletic Footwear,Southeast,Foot Locker,Online,South Carolina,47,102,22
2035-12-05,Women's Street Footwear,Southeast,Foot Locker,Online,Florida,32,69,22
2035-12-06,Women's Street Footwear,Southeast,Foot Locker,Online,Florida,32,77,24
2035-12-07,Women's Street Footwear,Southeast,Foot Locker,Online,Florida,24,15,6
2035-12-08,Women's Street Footwear,Southeast,Foot Locker,Online,Georgia,30,2325,78
2035-12-09,Women's Street Footwear,Southeast,Foot Locker,Online,Georgia,30,2475,83
2035-12-10,Women's Street Footwear,Southeast,Foot Locker,Online,Georgia,29,63,22
2035-12-11,Women's Street Footwear,Southeast,Foot Locker,Online,Georgia,29,72,25
2035-12-12,Women's Street Footwear,Southeast,Foot Locker,Online,Kentucky,20,950,48
2035-12-13,Women's Street Footwear,Southeast,Foot Locker,Online,Kentucky,20,1050,53
2035-12-14,Women's Street Footwear,Southeast,Foot Locker,Online,Kentucky,55,1513,28
2035-12-15,Women's Street Footwear,Southeast,Foot Locker,Online,Kentucky,18,22,12
2035-12-16,Women's Street Footwear,Southeast,Foot Locker,Online,Kentucky,18,28,16
2035-12-17,Women's Street Footwear,Southeast,Foot Locker,Online,Kentucky,51,38,7
2035-12-18,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,25,1688,68
2035-12-19,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,25,1813,73
2035-12-20,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,40,2900,73
2035-12-21,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,45,3263,73
2035-12-22,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,45,3038,68
2035-12-23,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,45,3128,70
2035-12-24,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,50,3875,78
2035-12-25,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,55,4538,83
2035-12-26,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,55,4538,83
2035-12-27,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,43,87,20
2035-12-28,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,47,98,21
2035-12-29,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,51,126,25
2035-12-30,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,41,86,21
2035-12-31,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,24,43,18
2036-01-01,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,24,44,18
2036-01-02,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,38,74,20
2036-01-03,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,41,72,18
2036-01-04,Women's Street Footwear,Southeast,Foot Locker,Online,South Carolina,50,116,23
2036-01-05,Men's Apparel,Southeast,Sports Direct,Online,Florida,50,105,21
2036-01-06,Men's Apparel,Southeast,Sports Direct,Online,Florida,57,108,19
2036-01-07,Men's Apparel,Southeast,Sports Direct,Online,Florida,64,125,20
2036-01-08,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,40,2400,60
2036-01-09,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,40,2100,53
2036-01-10,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,45,2363,53
2036-01-11,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,45,2700,60
2036-01-12,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,45,2475,55
2036-01-13,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,50,3000,60
2036-01-14,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,55,3575,65
2036-01-15,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,65,4225,65
2036-01-16,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,65,4550,70
2036-01-17,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,75,4688,63
2036-01-18,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,37,58,16
2036-01-19,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,38,59,16
2036-01-20,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,42,63,15
2036-01-21,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,53,93,18
2036-01-22,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,46,69,15
2036-01-23,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,59,107,18
2036-01-24,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,61,99,16
2036-01-25,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,72,117,16
2036-01-26,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,42,55,13
2036-01-27,Men's Apparel,Southeast,Sports Direct,Online,North Carolina,44,79,18
2036-01-28,Men's Apparel,Southeast,Sports Direct,Online,South Carolina,45,2813,63
2036-01-29,Men's Apparel,Southeast,Sports Direct,Online,South Carolina,70,5425,78
2036-01-30,Men's Apparel,Southeast,Sports Direct,Online,South Carolina,66,149,23
2036-01-31,Men's Apparel,Southeast,Sports Direct,Online,South Carolina,42,66,16
2036-02-01,Men's Apparel,Southeast,Sports Direct,Online,Virginia,43,52,12
2036-02-02,Men's Athletic Footwear,Southeast,Sports Direct,Online,Florida,47,101,22
2036-02-03,Men's Athletic Footwear,Southeast,Sports Direct,Online,Florida,51,130,25
2036-02-04,Men's Athletic Footwear,Southeast,Sports Direct,Online,Florida,49,110,22
2036-02-05,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,30,1725,58
2036-02-06,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,30,1800,60
2036-02-07,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,35,2275,65
2036-02-08,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,35,2450,70
2036-02-09,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,45,2925,65
2036-02-10,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,45,3150,70
2036-02-11,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,50,3625,73
2036-02-12,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,60,4650,78
2036-02-13,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,60,4800,80
2036-02-14,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,60,4800,80
2036-02-15,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,29,44,15
2036-02-16,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,55,111,20
2036-02-17,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,58,116,20
2036-02-18,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,33,65,20
2036-02-19,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,42,76,18
2036-02-20,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,28,43,16
2036-02-21,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,32,62,20
2036-02-22,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,42,76,18
2036-02-23,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,49,89,18
2036-02-24,Men's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,58,130,22
2036-02-25,Men's Athletic Footwear,Southeast,Sports Direct,Online,South Carolina,35,2188,63
2036-02-26,Men's Athletic Footwear,Southeast,Sports Direct,Online,South Carolina,35,2538,73
2036-02-27,Men's Athletic Footwear,Southeast,Sports Direct,Online,South Carolina,34,64,19
2036-02-28,Men's Athletic Footwear,Southeast,Sports Direct,Online,South Carolina,34,62,18
2036-02-29,Men's Athletic Footwear,Southeast,Sports Direct,Online,Virginia,34,52,15
2036-03-01,Men's Athletic Footwear,Southeast,Sports Direct,Online,Virginia,33,39,12
2036-03-02,Men's Street Footwear,Southeast,Sports Direct,Online,Florida,63,203,32
2036-03-03,Men's Street Footwear,Southeast,Sports Direct,Online,Florida,56,137,24
2036-03-04,Men's Street Footwear,Southeast,Sports Direct,Online,Florida,56,151,27
2036-03-05,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,30,2625,88
2036-03-06,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,30,2760,92
2036-03-07,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,45,4253,95
2036-03-08,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,45,3713,83
2036-03-09,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,45,3938,88
2036-03-10,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,50,4750,95
2036-03-11,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,55,5088,93
2036-03-12,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,65,6663,103
2036-03-13,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,65,6825,105
2036-03-14,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,70,6825,98
2036-03-15,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,60,176,29
2036-03-16,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,64,156,24
2036-03-17,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,53,133,25
2036-03-18,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,61,188,31
2036-03-19,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,27,71,26
2036-03-20,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,28,77,28
2036-03-21,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,42,103,25
2036-03-22,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,41,101,25
2036-03-23,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,44,95,22
2036-03-24,Men's Street Footwear,Southeast,Sports Direct,Online,North Carolina,46,109,24
2036-03-25,Men's Street Footwear,Southeast,Sports Direct,Online,South Carolina,35,3238,93
2036-03-26,Men's Street Footwear,Southeast,Sports Direct,Online,South Carolina,35,3413,98
2036-03-27,Men's Street Footwear,Southeast,Sports Direct,Online,South Carolina,33,76,23
2036-03-28,Men's Street Footwear,Southeast,Sports Direct,Online,South Carolina,34,89,26
2036-03-29,Men's Street Footwear,Southeast,Sports Direct,Online,Virginia,34,69,20
2036-03-30,Men's Street Footwear,Southeast,Sports Direct,Online,Virginia,34,68,20
2036-03-31,Women's Apparel,Southeast,Sports Direct,Online,Florida,64,136,21
2036-04-01,Women's Apparel,Southeast,Sports Direct,Online,Florida,55,123,22
2036-04-02,Women's Apparel,Southeast,Sports Direct,Online,Florida,59,132,22
2036-04-03,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,30,1875,63
2036-04-04,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,30,2100,70
2036-04-05,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,35,2363,68
2036-04-06,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,45,3150,70
2036-04-07,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,50,3375,68
2036-04-08,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,55,3850,70
2036-04-09,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,60,4950,83
2036-04-10,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,70,5775,83
2036-04-11,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,70,6125,88
2036-04-12,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,75,5438,73
2036-04-13,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,29,59,20
2036-04-14,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,67,155,23
2036-04-15,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,32,60,19
2036-04-16,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,41,83,20
2036-04-17,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,27,46,17
2036-04-18,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,51,104,20
2036-04-19,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,48,84,18
2036-04-20,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,64,168,26
2036-04-21,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,54,125,23
2036-04-22,Women's Apparel,Southeast,Sports Direct,Online,North Carolina,72,151,21
2036-04-23,Women's Apparel,Southeast,Sports Direct,Online,South Carolina,35,2538,73
2036-04-24,Women's Apparel,Southeast,Sports Direct,Online,South Carolina,75,6563,88
2036-04-25,Women's Apparel,Southeast,Sports Direct,Online,South Carolina,68,155,23
2036-04-26,Women's Apparel,Southeast,Sports Direct,Online,South Carolina,34,67,20
2036-04-27,Women's Apparel,Southeast,Sports Direct,Online,Virginia,33,46,14
2036-04-28,Women's Athletic Footwear,Southeast,Sports Direct,Online,Florida,42,88,21
2036-04-29,Women's Athletic Footwear,Southeast,Sports Direct,Online,Florida,54,113,21
2036-04-30,Women's Athletic Footwear,Southeast,Sports Direct,Online,Florida,45,82,18
2036-05-01,Women's Athletic Footwear,Southeast,Sports Direct,Online,Florida,49,99,20
2036-05-02,Women's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,25,1188,48
2036-05-03,Women's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,25,1250,50
2036-05-04,Women's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,30,1575,53
2036-05-05,Women's Athletic Footwear,Southeast,Sports Direct,Online,North Carolina,30,1800,60
